Index,Username,Comment,Label
2572,@habibbdtosa2512,Thanks so much every one have nice movement,1
2573,@Mdibnesadat-rocky,Thanks ,1
2574,@asadulislamimran1033,"Alhamdulillah,,,, vaia onak valo kesu share korsan ",2
2575,@AstrooSpace.01,Next Podcast a Yahai Amin chai.,2
2576,@user-ku9lr1tn6w,এটাও একটা ইনফ্লুয়েঞ্জার মার্কেটিং রে ভাই,2
2577,@mehedihassanpranto23,জাস্ট ব্লাস্ট ,2
2578,@modasser2053,Very helpful,2
2579,@sbscale4244,FAHMID AL NAYEEM VAI K EI PROGRAM A DEKHTE CHAI VAI.UNI KHUB INTTELIGENT PERSON.ONK UPOKRITO HOBO,2
2580,@pathwaytoavictory1576,,2
2581,@ryanabir1943,Podcast a Sajjad vai re khuje passilam na,2
2582,@afrahadislamicchannel04,Vai Video Sound ta r ektu beshi hle Valo hoto ,2
2583,@expresssalebd, Love you fardi bhai ,1
2584,@pantaenglish,"দারুন,",2
2585,@kaziabdurrauf,Os3r,2
2586,@raselahmed8692,,2
2587,@rabiulonbiz,Joss,2
2588,@manjurmorshed4333,️️️,2
2589,@shahrokavariation4264,Wow bhaia.,2
2590,@21jenisa13,আমি এখনো অনদকার জগতেই রয়ে গেছি,2
2591,@variouscontentcreation4412,Best business gamer️️️️️,1
2592,@user-mt1gm5kv8k,This video gonna make million viwes. Nice podcast.,2
2593,@digitallifestyle3559,,2
2594,@sr_shohan,Please read community post comment ️,2
2595,@techNstationery,,2
2596,@MindMeldbd,"কথা গুলো এভারেজ ছিল।

একটু বুঝিয়ে দিবেন কি??",2
2597,@MDArifulIslam-pp3ex,,2
2598,@TanvirAhmed09122,Masha allah,2
2599,@mdhumain8217,Masallah,2
2600,@md.ismailhossain5402,"বেশ কয়েক বছর আগে সে ইউটিউবে ভিডিও বানাতো অনলাইন ইনকাম রিলেটেড,যদিও সেগুলো ইউনিক ছিল না।অনেক দিন ভিডিও দেখতাম তার।কিন্তু কাজের ছিল না সেগুলো।অনেক ওয়েবসাইট অ্যাপনিয়ে ভিডিও বানাতো।যা শুধু সময় নষ্ট ছিল।তাই তার ভিডিও দেখা বাদ দিয়েছিলাম আর দেখা হয়নি।কিন্তু আজকে সে অনেক দূর এগিয়ে গিয়েছে সঠিক লাইন ধরে।",2
2601,@anupamhospital,,2
2602,@SabbirAhmed-tg2xt,Shahrose fardi vai,2
2603,@EasyMerchMoney,Mojtahidul vai kintu Shah Rose er boss. Unar story ke ke sunte chan 2cent podcast e.,2
2604,@rakib19080,Ai system tai akta vai kaje lagise...,2
2605,@adnanbin7947,"আমি লন্ডনে আসি ২বছর আগে।
এসে খুবই ফ্রাস্ট্রেশনে চলে যাই।
প্ল্যান করতেছি আগামী কয়েক বছর এর মধ্যে দেশে এসে বিজনেস শুরু করার।",2
2606,@itzsagor1944,অনেক অপেক্ষার পরে ভিডিওটা আপলোড হইছে। ,2
2607,@MdAbdullah-ob1hl,Masaallah,2
2608,@user-re9co7zm8r,Thanks,1
2609,@MOHIDULMILLIONCOM,"Vai
Please DR. nabil k akber podcast a ai en",2
2610,@user-xp5pr9gl1i,"আপনি এত বুঝেন এখনো কোস বিক্রি করেন কেন
নিজেই ব্যবসা করে বিলিয়নিয়ার হচ্ছে না কেন",2
2611,@bayezidbustami631,,2
2612,@mohammedabdussubhan9182,Awesome,2
2613,@GWMASH69,ভাই সিরিয়াসলি ভিডিও টা দেখে শেষ করে ফেসবুক ডুকলাম আর তার এড চলে আসলো।  এখন তাই আবার এসে কমেন্ট করলাম ,2
2614,@uniclips,একদম রিয়েলিটি বেজড কথা বার্তা শুনলাম পুরো সময়টা। অনেক কিছু জানতে আর বুঝতে পারলাম।,2
2615,@tahminaparvin6685,Scamer kotha kar 1000 takar jinis 2000 diye becle.  Allah maf korbe na. ,2
2616,@mehedihassanpranto23,শাহরোজ ভাই ইজ হিউমান এপিক বোম ,2
2617,@immostakim,Amazing speech,1
2618,@Grafixing-Mentoring,awesome!,2
2619,@LabbaiekHaj,please invite Solaiman Shukhon.,2
2620,@3LineMoney,Great men,1
2621,@ourfamilyshorts01,চালডাল ডট কম এর এই পডকাস্ট দেখা উচিত,2
2622,@hyderullahshoad8064,Valo ekta platform a arokom chapabaz lokder ana uchit hoynai.,2
2623,@areefhossainah,,2
2624,@banglanewstodaysk7136,nice,2
2625,@hasanmea6217,informative ,2
2626,@rezakhan5533,Impreesive shahrose vy!,2
2627,@m.s.hsongshouse3077,Tawhid afridi কে দেখতে চাই!!!!!,2
2628,@LeAggeggio,really great. amon aro podcast chai bhaia,1
2629,@tamimjaberertugrul5134,"শাহরোজ ফারদি ভাইয়ের শেখানোর পদ্ধতিটা খুব সুন্দর।
আমি উনার ফ্রি ক্লাসগুলো করছি।
উনাকে পডকাস্টে দেখে ভালো লাগলো।",1
2630,@shahinfaisal7479,"ভাই আমি নিজেই বসে আছি যে কবে ম্যাসেজ দিবেন আর মিটিং এ বসবেন।ভিডিওর ১৮.৫৬ মিনিট চলছে।
নিজেও রিলেট করছি -.-",2
2631,@qurantimecontent2662,,2
2632,@rabbitr8835,Joss joss,2
2633,@kiranhossain939,"50:45 e vayya bollo je"" Je boltese tar gharer betha kombe unar buy korar chance beshi,, on the other je boltese ''ey tel kun kun betha komay""
Amr monehoy 2nd question jey lok kortese se o  1st lok tar moton buy korar chance e ase, karon 2nd lok ta ey question kore bujar try kortese je se je bethar tel khujtese eytay shey tel naki hudai amr komor betha bollam aar seller tar matha bethar tel komor bethar tel boyla chalaya dise",2
2634,@sajjadchy8764,"১ হাজার টাকার পণ্য ২ হাজার টাকা বিক্রির যে পরামর্শ দিলেন ঠিক আছে।
কিন্তু এটার নেগেটিভ সাইড কে  বলবে?
পরবর্তীতে কাস্টমার যখন জানতে পারবে আপনি দ্বিগুণ দাম নিয়েছেন,তখন সে কাস্টমার ২য় বার আপনার কাছে আসবে?
অন্য কাউকে আপনার কাছ থেকে পণ্য কেনার সাজেশন দিবে?",2
2635,@abidhasan6724,onek kisu shikhlam,2
2636,@user-ji2wp3lz2m,i will be success this year,2
2637,@md.nayemulhaque7128,"what,s the name of book seller?",2
2638,@agasadek7888,Nice Padcast!,2
2639,@curtainshowdown8606,অনেক ভালো লাগার একজন‌ মানুষ।,1
2640,@ummaasma3397,"Alhamdulillah, you are the best...",1
2641,@shimulreza3750,মাহামুদুর রহমান সোহাগ ভাইকে দেখতে চাই....,2
2642,@unlimitedgaming3432,He is a fraud I researched him and his agency has not even 10 visitors and not more than two to three people bought his book. সে daraz কাছ থেকে সিলভার প্লে বোতাম কিনে দেয়ালে টাঙিয়ে রাখে,2
2643,@mdarifhossain6141,ভাই। আপনার ফামিদ আল নাঈম ভাইকে দিয়ে একটি podcast করেন। আশা করি তার মাধ্যমেই আরো নতুন কিছু শিখতে পারবো। @Fahmid Al Nayem,2
2644,@joydas338,জোশ ভাই জোশ। অনেক মানুষ ভিডিও না দেখেই কমেন্ট করতেছে। কিন্তু কেউ আপনার এই পডকাস্ট দেখলে যদি আপনাকে অপছন্দও করে থাকে তবুও সে আপনাকে ভালোবাসা ও গুরু মনে করা শুরু করবে। যে যাই বলুক ভাই এগিয়ে যান। আপনার চ্যানেল সাবস্ক্রাইব করেছি।,1
2645,@mdminhaj7,"Last example ta
@TawhidAfridi#showoff",2
2646,@AzizMurad,Fantastic Presentation and Marketing Psychology  @NafeesSalimand @sazzadahsan and @IamShahRoseFaRdi,2
2647,@MOM-MindBrain,"India China is biggest markets after USA, germany France in Europe also big",2
2648,@jabintahmina126,Insane!!!!! Just insane!!!!!,2
2649,@shiwlibegum204,"নাফিস ভাই ! দক্ষিণ এশিয়ার সেরা উদ্যোক্তা পুরস্কার প্রাপ্ত, বাংলাদেশের জনপ্রিয় অ্যাপস ডেভেলপার মো: জোবায়ের হোসেন ভাই কে আপনাদের পোগ্রামে দেখতে চাই,  প্লিজ প্লিজ প্লিজ ",1
2650,@user-ex5um6el5n,"Unake deke ami amr journey start korsi… 
Purai hopeless silam … hoito kisu hobe na amk diye … but vhai k deke abr new start korlam sob… inshallah vai er sathe deka korte jabo akdin️",2
2651,@techNstationery,,2
2652,@sugatachakma774,"নাফিস ভাই ! দক্ষিণ এশিয়ার সেরা উদ্যোক্তা পুরস্কার প্রাপ্ত, বাংলাদেশের জনপ্রিয় অ্যাপস ডেভেলপার মো: জোবায়ের হোসেন ভাই কে আপনাদের পোগ্রামে দেখতে চাই,  প্লিজ প্লিজ প্লিজ ",1
2653,@tanvirahmmed551,,2
2654,@capturecontent3183,ভাই ওর গুরু @mujtahidulislam উনার প্রতিষ্ঠান এর নাম Online Tech Academy এই ছেলেকে সেখান থেকে ব্যান করা হইসে৷ এই ছেলে আগে CPA মার্কেটিং শিখাইতো পুরা বাটপার আর আপনি কোন খোজ খবর না নিয়েই ওরে নিয়া বসছেন??? ভাল্লাগলো না ভাই।,2
2655,@md.jobaerahmmed7802,"আমার লাইফের ফার্স্ট স্ক্যামার উনি।কি কি বলে যেন কোর্স বেচতো।প্রায় ১৫০০ টাকার মতো নষ্ট হয়েছিল মনে হয়।কোর্স কোন কাজে না লাগলেও বাটপারি থেকে বাচার শিক্ষা পেয়েছিলাম।

এদের ও সাকসেস স্টোরি শোনা লাগে এখন",2
2656,@najmulbhuiyanofficial,hero,2
2657,@estiyak_ahmed,লোকটা বেশি কথা বলে Yahia Amin ভাইয়ের মতো,2
2658,@mohammadfaisal8675,First Comment ,2
2659,@itkanbinsarwar2334,Looks Great! Sazzad bhai!,1
2660,@raselahmedrian9484,ভাই এসব কপিবাজদের কোথা থেকে ধরে নিয়ে এসে চেয়ারে বসান। এর বেশিরভাগ কথা মুজতাহিদ ভাইয়ের থেকে কপি করে নেওয়া।,2
2661,@Rabbizaman091,apni nijer marketing ta o valo korte perechen good job,1
2662,@Berk-rx9ri,অসাধারণ,1
2663,@user-zj8pj7hb1b,উনি যার বিজনেস কপি করে এই পর্যন্ত আসছে তার podcast শুনলে না জানি আপনাদের অবস্থা কি হয়?,2
2664,@ImEmotionBoy,অনেক চাপার জোর আছে বলা যায়। .. ,2
2665,@md.sabbirhoshen2419,copy past করে বেশি দূর যেতে পারবা না ভাই তুমি আমাদের মেন্টর মুজদাহিদুল ইসলামের পুরো কোর্স কপি করে যাচ্ছ বেশির ভাগ কথায় কপি করা। তুমি সৎ  থাকলে আরো ভালো কিছু করতে পারতা আল্লাহ্ ছাড় দেন ছেড়ে দেন না। তুমার এই পাপের ফল তুমি একদিন পাবা ইন শা আল্লাহ্,1
2666,@mdrayhanuddinmolla,Excilent Vai,2
2667,@xxsiyam50,1st comment ,2
2668,@XZXXXX789,ওর ব্যাপারে একটু খবর নিলে ভাল হবে?,2
2669,@MeditationMusicYTC,congratulations bondhu,2
2670,@raselahmed3514,Jubayer Hossain bhai k dakte chai,2
2671,@devline4893,"এখানে যতগুলা কথাবার্তা বলা হয়েছে, এখান থেকেই ৫০ লাখ বিক্রি করা সম্ভব। -ফাবরবাজ।",2
2672,@AzmiraKhatun-bh6um,"ভাইয়া, আপনাদের অথিতির নাম কি?",2
2673,@aburayhan_han,হালকা ভাবে তার গুলো তাড়ানো হক,2
2674,@Sajedur,ওয়াআলাইকুমুস সালাম,2
2675,@md.shahinurrahmanshahin6684,What a talk,2
2676,@freelancingincomebd,শাহরোজ ফারদি ভাইয়ার ১৮ টা ভিডিও শুরু থেকে শেষ পর্যন্ত দেখেছি এবং দুইবার দেখেছি।,2
2677,@aramerbalish,ভাই ওর গুরু @mujtahidulislam উনার প্রতিষ্ঠান এর নাম Online Tech Academy এই ছেলেকে সেখান থেকে ব্যান করা হইসে৷ এই ছেলে আগে CPA মার্কেটিং শিখাইতো পুরা বাটপার আর আপনি কোন খোজ খবর না নিয়েই ওরে নিয়া বসছেন??? ভাল্লাগলো না ভাই।,2
2678,@shuptoantar552,Bujha gelo bebshaye ra kivabe syndicate kore,2
2679,@najimuddin7127,Nice,2
2680,@farid55555,52:50 বই টার নাম ধরতে পারলাম না।দয়া করে বইটার নাম টা বলেন।,2
2681,@shampaakter7454,কোনো আপুরা কি নাই এইরকম ভাবে টাকা ইনকাম করে। তাদেরকে দেখতে চাই,2
2682,@rakibhossen3078,Numeri Sattar Apar ভাইকে দেখতে চায়,2
2683,@Jhohan_Fardin,ভাই ১৮ সিরিজের ভিডিও ডাউনলোড দিতেছি..  দেখতে দেখতেই ,2
2684,@SHAHwaliullah.,Baire bhai   uni ekta zinish,2
2685,@sabbirbasar6371,purai fatai felse ! just mindblowing,2
2686,@tahzibultamim,Dr nabil k ai jaygay dekhte chai,2
2687,@sharifulsabur4960,মালটার ফিগার ও সেই,2
2688,@e-seriessong2549,নেক্সট ভিডিও ফাহমিদ আল নাঈম ভাই কে নিয়ে দেখতে চাই,2
2689,@Bee1p,আমার চেয়ে ৩ বছরের ছোট,2
2690,@SHAHwaliullah.,Uni  Tawhid Afridi k  niye kotha bolche,2
2691,@sharifulsabur4960,,2
2692,@kaziibrahim3045,একটা বই এর নাম বলছিলো কি যেনো নাম টা..?,2
2693,@farid55555,52:56 বই টার নাম কি?,2
2694,@iftekhermahmud8238,মারাত্মক জিনিস ,2
2695,@MahadiHassan-pn4gm,Fardi vaiya studant,2
2696,@perfectbarista,52:50 বইটার নাম কী?,2
2697,@mirsajol5436,Vai khub valo bujay,2
2698,@evantus-music,Genius Fardi vai,2
2699,,"E-Commerce Business Scaling Series:

https://bizcareit.com/E-commerce-Series
FB Link: https://www.facebook.com/notesofshahrosefardi

YouTube link: https://youtube.com/@IamShahRoseFaRdi",2
2700,@Misternaught,ভালো লাগলো অনেক কিছুই জানলাম l,1
2701,@bhinnobani,Vautabaji kore nijer dhol pitacche. atao akta marketing murgi pawar jonno.,2
2702,@workboy9075,sera boss seraa,1
2703,@HRIDOY56774,সব ঠিক আছে কিন্তু সার্ট এর ভাব টা বকাটে বকাটে লাগলো ,2
2704,@tanvirahmmed551,Vai ar student ami,2
2705,@golalu7652,I want to make something.,2
2706,@mrguddu2330,আল্লহামদুল্লিলাহ আমি ফ্রী সবগুল সিরিজ দেখেছি,2
2707,@Lila-ny4vy,ওনার ভিডিও দেখতাম।এখন পাইনা ওনাকে।,2
2708,@zahidhossain5617,CHAPABAZ ..........Marketing.,2
2709,@arrafi4483,"Fardi vai. Onk vlo.
Tar kac take ami Graphic design sikhe aj ami level 1 seller.

Agiyen jan vai",2
2710,@user-ib4dg1ch1s,its awesome,2
2711,@user-uq8sk3ez5n,অবশেষে,2
2712,@21jenisa13,আমি আপনার এডগুলি দেখতে চাই  কিভাবে,2
2713,@mdshorifiulislam4320,পুরাই বাটপার,2
2714,@marufhasan32003,ACS এর অভি দত্ত তুষার,2
2715,@ShorifAhamed890,"নাফিস ভাই, ফাহমিদ আল নাঈম ভাইকে নিয়ে আসেন",2
2716,@_sazzadur_rahman,ফারদির উত্থান অনেকেই দেখেছি। সে আগে অ্যাপ এ ক্লিক করে টাকা ইনকাম করার ভিডিও দিত। এখন অনেক উপরে গেছে।,2
2717,@TanimsAIExperiments45,সেই সেই ভাই..,2
2718,@md.raselsarker,"1 ghonta 18 minit video 2 minit  mone hoilo, kotha thika ses hoilo bujlami na",2
2719,@sakibaltushar2466,life change hoar moto kotha sunlam,2
2720,@sheikhmarzan9958,I came here watching your ads,2
2721,@top.failure,10k puji niye call dewa jabe???,2
2722,@user-pn6vr4hf8o,Alhamdulillah peye gelam,2
2723,@FOYEZAHMED-ws2lb,এই লোকটার নাম দিলে?,2
2724,@digitalpundit,"Or boyes akhono onek kom sei karone onek kichu valo korche abar onek overconfident,,,india te asle sofol hoyto hobe tobe simito karon mumbaier manus m=tara nijerai nijeder buhte parena ar seto bangladeshi",2
2725,@SaifulLotus-bu6jf,2 cents podcast akn porjonto full dekhi nai but aita amr dekhtei holo & 1 second o skip kori nai bissas koren. Podcast deikha boring hoi nai sadharonoto ami kunodn yt channel a commnet Kori nai ajk korte hoilo  jate besi besi viral hoy engagement paiya ,2
2726,@user-ex7nc3yf6p,T.T,2
2727,@bhuiyanrasel365,ওনার এজেন্সির নাম কি?,2
2728,@rymrunayet,1:02,2
2729,@tawhidhasan2837,MBA chaiwala 2.0,2
2730,@AlAmin-nu1gm,"Ami take valovabe jani na chini na ....
3 bochore 4 koti income  !!
Ato sohoj   ????",2
2731,@robeulaual6220,Fardi vai er I'd kew diben,2
2732,@21jenisa13,আমি শিখতে চাই,2
2733,@variouscontentcreation4412,সাহরস ফারদি আপনার সাথে জুম মিটিং করতে চাই,2
2734,@anik345612,Urine color sofa ?,2
2735,@iamNurAlamSarkar,Million Hit Korbe,2
2736,@All_Education,"Sob tik ase vai...
But 30 min a j kotha ti bollen j 1000tk r product 2000tk..ata to manus thokano...",2
2737,@user-ft8id5mu9w,আলহামদৃুুলািল্লাহ,2
2738,@muaj9472,Too generic . Please stop bringing literally anyone.,2
2739,@md.sazzadhossain9769,সেরা ভাই ,1
2740,@sadakasikander9250,Sharose vai er 18 series video gulo ami ekhon thekei dekha suru korbo,2
2741,@user-zi5ov3kp7u,"বয়স কম শাহরাজ ফারদি ভাইয়ের, অনেক পেইড গ্রুপের সাথে কানেক্টেড হয়েছি,
ওনার দুইটা কোর্স এবং একটা ফ্রি কোর্স করেছি, অসাধারণ শিক্ষণীয় ছিল কোর্স,

তিনি একজন ভালো মানুষ,",1
2742,@lgxjustin7675,O,2
2743,@closedoors2954,sob ad dekhsi unar,2
2744,@jahangiralamfahimofficial,Bro his body language is making me feel embarrassed.,2
2745,@EasyCookingRecipesbangla,he is talking too much i saw his fb videos after sixty videos he came in the point but good luck  for all dm,1
2746,@21jenisa13,উনি যে ওতো বরো ফ্রিলেনসার আমি আজকে জানলাম,2
2747,@smamirmahmudmoeen7085,sahos pelam vai,2
2748,@khaledhasan631,"I have spent an productive hour with this video. I watched this video without skipping any sequence. The story telling was great from Shahrose vai. Currently,, I am studying in CSE but I like this type podcast by which I can spent my leisure time very productively and this video is one of them. Thanks a lot. Doing great guys.",1
2749,@towsefahmed9010,"One of the best postcard in 2cent podcast. 
Love from dhaka ️ thanks for sharing your thoughs and we know you are the greatest mentor in the field.
Difference between you and other marketer?
They teach how it will works and you know whats going on in the audience and what they want️",1
2750,@ksiripon1,"Thank you, Nafeez bhai, to invite him this extra ordinary session ",1
2751,@imran.2003,"নাফিস ভাই ! দক্ষিণ এশিয়ার সেরা উদ্যোক্তা পুরস্কার প্রাপ্ত, বাংলাদেশের জনপ্রিয় অ্যাপস ডেভেলপার,
মো: জোবায়ের হোসেন ভাই কে আপনাদের পোগ্রামে দেখতে চাই,  প্লিজ প্লিজ প্লিজ ",1
2752,@edukashion-jn3fz,"things I learnt in a new fashion:
-> you can start with zero capital (creating content, funneling people who want to read it to an ebook)
-> storytelling, capturing ATTENTION and giving them a call to action 
-> it is not only me, it's me & you vs the problem in a partnership",0
2753,@ElhamBinAhmed,"Well, marketing is a cool thing we agree.  But is it morally fine to sell a stuff at 2000 which should be sold at 1000? Won't it be injustice if we think about the quality?",2
2754,@b.m.sajolmahmud6752,In a word mind blowing. We should take an effective step to make life meaningful.,2
2755,@hasanpranto7689,Bring Numeri Sattar Apar from ACS. He recently generated 12 Crores from a single course.,2
2756,@ayshasiddika2273,অনেক ধন্যবাদ ফারদি ভাইয়াকে। আজ স্টোরি টেলিং টাইপের এড করে যে মানুষের হৃদয় ছোঁয়া যায় কোন একটা প্রোডাক্টের প্রতি এতটা আকর্ষিত করা যেতে পারে এটার সত্যিকার অর্থে অনুধাবনটা আমার আজকে হল।,1
2757,@lovenature666,Bro I am a digital marketer. I watch your 2 cent podcast regularly but watching today's video I learned a lot more that I never knew. Brother I want more videos like this,2
2758,@Dreamwins2001,This podcast is exclusive informative and helpful for everyone..,2
2759,@IamShahRoseFaRdi,"ধন্যবাদ আমাকে এমন একটি সুযোগ দেয়ার জন্য, ইনশাআল্লাহ এই ১ ঘন্টা ১৮ মিনিট কারো বিফলে যাবে না ",1
2760,@clicktechbangla9876,"যারা নেগেটিভ কমেন্ট করতে চেয়েও করতেছেন না, বা যারা এই ভাইকে ভালোভাবেই চিনেন,বা যারা বাশ খেয়েছেন।  তারা লাইক দিন ।",1
2761,@SURAIYASHIFA,I wish this podcast was 10 hours long,2
2762,@Humanitybywahabchowdhury,"Fahmid Al Nayeem Vaike 2 Cents Podcast এ দেখতে চাই, যিনি হলেন ডিজিটাল মার্কেটিং এর বস- যারা ভাইকে চিনেন,আশা করি সবাই একমত হবেন",2
2763,@ashanulkabir4651,সত্যিই অসাধারণ। কখন যে সময় শেষ হয়েছে বুঝতেই পারলাম না। আরও শোনার জন্য প্রস্তুত ছিলাম কিন্তু ততক্ষণে শেষ।,1
2764,@parthacb,This is literally the best podcast on the 2 cents podcast.  You just listen to his words.,1
2765,@abdullahalmehadymeraz4428,"Outstanding confident Hero. আপনি একজন নলেজ শেয়ারিং এন্ড ক্যারিং পারসন ভাইয়া অনেক ধন্যবাদ।

আপনাকে আমরা আরও অনেক ইন ডিটেলসে দেখতে চাই। ",1
2766,@parvezwdadm,"সারজ ফারদি ভায়ের কোর্স থেকে আলহামদুলিল্লাহ অনেককিছু শিখতে পেরেছি আলহামদুলিল্লাহ, আর এই ভিডিও থেকে তার কিছু প্লান বুঝতে পারলাম, আর কিছু না হলেও তার রিকমেন্ড করা স্টোরি টেলিং এর বইটা পড়তেই হবে",2
2767,@abumuhammad9190,"মনে প্রবল জেদ+সাহস নিয়ে কাজ করতে হবে,
ফারদি ভাই উজ্জ্বল দৃষ্টান্ত ...",2
2768,@thoughtscapes-official,it was a great podcast.please bring antik mahmud to this podcast next time.,1
2769,@shohansarkar2875,চমৎকার আলোচনা। ShahRose Fardi ভাই সত্যিকার অর্থেই একজন অসাধারণ ব্যাক্তি। ,1
2770,@user-sh4ll6bq3g,শুধু সফল ব্যক্তিদের নিয়ে নয় যারা সৈল নয় তাদেরকে নিয়ে ও প্রোগ্রাম করা উচিত একবার হলেও,2
2771,@rdvampire2789,"Thanks for sharing a lot of information.I have learnt a lot of things today.
After a lot of time i have completed watching a long video.",1
2772,@Sksadi10,"20 years old me watching this video.
After 5 years I want to be successful like him.",2
2773,@freelancersajib6803,"ফারদি ভাইয়ের কোর্স এ যা আছে, এর আগে এগুলো পাই নি। অনেক কিছু থেকে আমরা পিছিয়ে। ধন্যবাদ ফারদি ভাইয়া এমন কিছু দেয়ার জন্যে আমাদের। দোয়া করি আরো অনেকদুর এগিয়ে যান। ",1
2774,@faiaxakib,"Now, that's called a setup and branding ",2
2775,@shakilencrypted2339,Bring Numeri sattar apar from ACS. He recently generated 12 crores from a single course(2),2
2776,@shahedsalman9325,"আমি Shahrose Fardi ভাই এর ফেইসবুক মার্কেটিং কোর্স করেছি।
সত্যি বলতে আসলেই বাংলাদেশে এমন একজন'ও নেই যে ওনার মতো বোঝানোর ক্ষমতা রাখে তাও এত্তো ডিপলি ভাবে ️

শুভ কামনা রইলো ভাই, আমাদের নিত্য নতুন টেকনিক শিখিয়ে সাথেই থাকিয়েন ️️",2
2777,@dynamicmaker8788,"আসসালামু আলাইকুম, একদিন এই পডকাস্টে আমিও আমার সফলতার গল্প বলবো, ইনশাআল্লাহ।",2
2778,@ArifulIslam-id8yl,I think this podcast will be hit ,2
2779,@easternalliance7496,I wish you all the best. Congratulations Mr.Fardi.,1
2780,@user-ex5um6el5n,"Unake deke ami amr journey start korsi… 
Purai hopeless silam … hoito kisu hobe na amk diye … but vhai k deke abr new start korlam sob… inshallah vai er sathe deka korte jabo akdin️",2
2781,@EnglishandArabiclearning,অসাধারণ ! আমি ফারদি ভাইয়ার ইবুক পড়েছি ।মেসেজে কথাও হয়েছে ।উনি বলেছিলেন আমাকে হেল্প করবেন ।তারপর আর কথা হয়নি আমার ব্যস্ততার কারনে ।,1
2782,@serkitpolapain9204,Best Podcast...অনেক কিছু শেখার আছে,1
2783,@PSI420sahidul,"আমি সারি্যাজ
 ভাইয়ের ফ্রি কোর্সটা সম্পূণ করেছি। সারিয়াজ সত্যি জিনিয়াস",2
2784,@OppoX3lite,"সাহরোজ ফারদি ভাইকে আমি চিনি ২ বছর থেকে... আমি উনার অনেক কোর্স কিনেছি... ads making,  animation এইগুলও....",2
2785,@atiqul6490,Best Podcast... Best of luck vaiya ️,1
2786,@togormondol2602,"আসলে ফারদি ভাই অসাধারন একজন,উনার কাছ থেকে অনেক কিছু শেখার আছে...",2
2787,@user-si1rc2sg7z,"Shahrose Fardi Recommended  book ""Building a Story Brand by Donald Miller""",2
2788,@cartoonghor7748,"go ahead brother,its gonna viral and you really deserve it",2
2789,@JibonVai2.0,ভাইএর সব ভিডিও দেখে বিসনেস ও করতেছি ইনশাআল্লাহ। ভাই একটা অন্য রকম জিনিস। ভালো বাসা রইলো এই প্রোডকাস্ট থেকেও অনেক কিছু শিখলাম। আমি হাটতে পারি নাহ হুইলচেয়ারে চলাচল। তবে অনলাইন এ বিসনেস অনেক ভালো লাগে। মানে এটা ভালো বাসার জিনিস এর মত।,1
2790,@alifhaider7866,আমি আপনাদের প্রতিটা podcast একদম আপলোড দেওয়ার সাথে সাথে এক বসায় শুরু থেকে শেষ পর্যন্ত খুবই মনোযোগ সহকারে দেখি। এবং আমি ব্যাপকভাবে লাভবান। দয়া করে সোলায়মান সুখন ভাইকে আপনাদের podcast-এ আনুন। অনেক খুশি হবো।,2
2791,@BMOMOR-420,উনি আসলেই একজন ভালো মেন্টর ওনার কাছ থেকে অনেক কিছু শিখার আছে। তবে আমরা যারা জিরো আমাদের একটু সহযোগিতা করলে আমরা খুবই উপক্রিত হই। প্লিজ,1
2792,@MorshedaRenu-qh4bn,অনেক সুন্দর করে বোঝান আপনি। এটা সবাই পারেনা।,2
2793,@TheRealRifat,ফারদি ভাই সত্যিই একটা ভালো মনের মানুষ তার পেইড কোর্সের কোথাও বাদ দিলাম তার ফ্রি কোর্স যে পরিমাণ ভ্যালু দিছে যা বলে বোঝানো সম্ভব না। এই পডকাস্ট টা আমার কাছে খুবই খুবই ভালো লাগছে। আমি শিওর  এই চ্যানেলের বেস্ট পডকাস্ট হবে,1
2794,@alifarmanturzo1584,requested to do a podcast with Fahmid Bhai,2
2795,@ArifulIslam-xm7ki,"Now, that's called a setup and branding !",2
2796,@kawsarahmed6314,".আসলে ফারদি ভাই অসাধারন একজন,উনার কাছ থেকে অনেক কিছু শেখার আছে.",2
2797,@farid55555,স্টোরি টেলিং শেখার জন্য বই টার নাম কি ভাই? যেটা এই ভিডিও তে উল্লেখ করেছিলেন।,2
2798,@nasifshahriar4375,"অসাধারণ পডকাস্ট, মন্ত্রমুগ্ধের মত দেখেছি। ",1
2799,@ahsansagor1979,2 cent podcast দেখি আজ কাল‌ প্রতারণা প্রমোট করছে।‌আশা করি‌এর পর কাউকে invite করার সময় income এর থেকে সে মানুষ হিসেবে কেমন সেটা জানবেন। আর আপনারা নিজেরাও মানুষ চেনার skill টা বাড়ান।,2
2800,@aroozfoodrecipe,"ফারদি ভাই  আমার কাছে  বেস্ট মেন্টর , ভাইয়ের ফ্রী ক্লাস থেকেও এ্যাডভান্স টপিক শেখা যায় আলহামদুলিল্লাহ।",2
2801,@parashsaif2745,মাশাল্লাহ.. ,2
2802,@khanfood3599,"Bongo Academy এর জুবায়ের হোসেন ভাই,, দক্ষিণ এশিয়া সেরা   উদ্যোক্তা,, বাংলাদেশ সরকারের   শত শত কোটি টাকা  বাচিয়েছে app এর মাধ্যমে,,, আরো অনেক  কিছু করেছে দেশের জন্য ,,,, তাকে আপনাদের প্রোগ্রামে দেখতে চাই,, আমি তার স্টুডেন্ট",1
2803,@user-pn6vr4hf8o,১ঘন্টা ১৮ মিনিট কিভাবে শেষ হলো বুঝতেই পারিনি আলহামদুলিল্লাহ,2
